CPL
4
120000
5
Dem, Mary, Jane, Kim
Rep, Allen, Joe, Sarah
Green, Ashley, Mike
New, Nikki, Laura
Ind, Matt
,,,1,
1,,,,
1,,,,
,,,,1
,,1,,
,1,,,
,,,,1
,1,,,
,,1,,
,1,,,
,1,,,
,,1,,
,,,,1
,,1,,
,,,,1
,1,,,
,,,,1
1,,,,
,,,1,
1,,,,
,1,,,
1,,,,
1,,,,
,,1,,
,,1,,
1,,,,
,1,,,
,1,,,
,,,1,
1,,,,
,,1,,
1,,,,
,1,,,
,,,,1
,,,,1
1,,,,
,1,,,
,,,,1
,1,,,
,,,1,
1,,,,
,,,,1
,1,,,
,,,1,
,1,,,
,1,,,
1,,,,
1,,,,
,1,,,
,,,,1
,,,,1
,,,1,
,,,1,
,,,1,
,,,1,
,,1,,
,,,1,
,,,1,
,1,,,
,,,1,
,,,,1
,1,,,
1,,,,
1,,,,
,,1,,
,,1,,
,1,,,
1,,,,
1,,,,
,,,,1
,,1,,
1,,,,
,,1,,
,,,1,
,,,,1
,1,,,
,,1,,
1,,,,
,,,1,
1,,,,
,1,,,
,,1,,
,,1,,
,,,1,
,,,,1
,,1,,
,,,1,
,1,,,
1,,,,
1,,,,
,,,,1
,1,,,
,1,,,
,,,1,
,1,,,
,,,1,
,,1,,
,1,,,
,1,,,
,,1,,
,,,1,
,,,1,
,,,,1
,,1,,
,,,1,
,,,,1
1,,,,
,,,,1
,1,,,
1,,,,
,,,1,
,,,1,
,,,1,
1,,,,
,1,,,
,,,,1
,,,1,
,,1,,
1,,,,
,,,1,
,1,,,
,,1,,
,,1,,
,1,,,
1,,,,
,,,,1
,,,,1
1,,,,
,,,1,
,,,1,
,,1,,
1,,,,
,1,,,
,1,,,
,,1,,
,1,,,
,,1,,
,,,,1
,,1,,
,,,1,
,1,,,
,,,1,
,,1,,
,,,1,
,,1,,
1,,,,
,,1,,
,1,,,
,,,,1
,1,,,
,1,,,
1,,,,
1,,,,
,,1,,
,,,,1
,,1,,
,1,,,
,,,,1
,,,1,
,,,,1
,1,,,
,1,,,
,1,,,
1,,,,
,,,,1
,,1,,
1,,,,
,,,1,
,,,,1
1,,,,
,,,,1
,,,,1
,1,,,
,,,,1
1,,,,
,,,,1
,1,,,
,,,,1
,,,1,
,,1,,
1,,,,
1,,,,
,1,,,
,,,1,
,,1,,
,,1,,
,,,,1
,,1,,
,1,,,
,,,1,
1,,,,
,,,,1
,1,,,
,,,,1
,,,,1
1,,,,
,,,1,
,1,,,
,1,,,
1,,,,
1,,,,
,,,1,
1,,,,
,1,,,
1,,,,
1,,,,
,,,,1
1,,,,
,1,,,
,1,,,
,,1,,
,1,,,
,1,,,
,1,,,
1,,,,
1,,,,
,,,1,
,,,,1
,,,,1
1,,,,
1,,,,
,,,,1
,,1,,
1,,,,
,,1,,
,,,,1
,,1,,
,1,,,
1,,,,
,,,,1
,1,,,
,,,,1
,1,,,
1,,,,
,,,,1
,,,1,
1,,,,
,,,1,
,,,,1
,,1,,
,,,1,
,,1,,
1,,,,
