CPL
1
120000
5
Democratic, Jon, Jane, Kim
Republican, Allen, Joe, Sarah
Libertarian, Tim, Sasha
Green, Jon, Nikki
Independant, Mike
,,,1,
,,,,1
1,,,,
,,,1,
,,,1,
,,,1,
,,1,,
,1,,,
,,,,1
,1,,,
,1,,,
,,,,1
,,1,,
,1,,,
1,,,,
,,,1,
,,1,,
,,,1,
1,,,,
,,1,,
,,,1,
,,,1,
,,1,,
,,,1,
,,1,,
1,,,,
,,1,,
1,,,,
,1,,,
,,,1,
1,,,,
,,1,,
,,,1,
,,,1,
,1,,,
1,,,,
,,1,,
,,1,,
,,,,1
,1,,,
1,,,,
1,,,,
,,1,,
,,,1,
,,,1,
,,1,,
1,,,,
,1,,,
,,,1,
,,1,,
1,,,,
,,1,,
,,,,1
,,,1,
,,,1,
1,,,,
,,1,,
,,1,,
,,1,,
,,,1,
,,1,,
,,,,1
,,,,1
1,,,,
,,1,,
1,,,,
,,,1,
,1,,,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,,,,1
,1,,,
,,1,,
,,,,1
,,,1,
,1,,,
,1,,,
1,,,,
1,,,,
,,,1,
1,,,,
,1,,,
1,,,,
1,,,,
,,,1,
,1,,,
,,,1,
,1,,,
,,,,1
1,,,,
,,1,,
,,,1,
,,1,,
,,,1,
,1,,,
,,1,,
,1,,,
,,,1,
,1,,,
,,1,,
,1,,,
,1,,,
,,,,1
,1,,,
,,,,1
,,,1,
,,,1,
,,1,,
,,,,1
1,,,,
,,1,,
,,,,1
,,1,,
,,1,,
1,,,,
,,1,,
1,,,,
,1,,,
,,,1,
,,,1,
1,,,,
,1,,,
,,1,,
1,,,,
1,,,,
,1,,,
,,1,,
,,,,1
1,,,,
1,,,,
1,,,,
1,,,,
,,1,,
,,,,1
,,,,1
1,,,,
,,,1,
,,,1,
,1,,,
1,,,,
1,,,,
,,,1,
,,,,1
,,,1,
,,,1,
,,,,1
,,1,,
,1,,,
,,,,1
,,1,,
,1,,,
,,1,,
1,,,,
,1,,,
,,1,,
,,,1,
,1,,,
,,,1,
,,,1,
1,,,,
,1,,,
,,,1,
1,,,,
,,1,,
1,,,,
,,,1,
,1,,,
,,,1,
,,,,1
,,1,,
,,,1,
1,,,,
,,,1,
,,,1,
1,,,,
,,,,1
,,1,,
,,1,,
,1,,,
,,1,,
,,1,,
,,,1,
,1,,,
,,,1,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,1,,,
,,1,,
,,,,1
,,,1,
,,,,1
,,,1,
,,1,,
,,,1,
,,1,,
1,,,,
,,,,1
,,1,,
1,,,,
,,,1,
1,,,,
,,,,1
,,,1,
,,,1,
,,,,1
,,,1,
,,1,,
1,,,,
,1,,,
,,1,,
,,,1,
,1,,,
,1,,,
,,1,,
,,,,1
,1,,,
1,,,,
,,,1,
,,,1,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,,,,1
,1,,,
1,,,,
,,,,1
,,,,1
,,,,1
,,1,,
,,,1,
,1,,,
,,,1,
,,1,,
1,,,,
