OPL
4
120000
5
Green, Jon
Green, Jonah
Democratic, Joe
Republican, Louis
Republican, Jon
,,,1,
,,,,1
1,,,,
,,,1,
,,,1,
,,,1,
,,1,,
,1,,,
,,,,1
,1,,,
,1,,,
,,,,1
,,1,,
,1,,,
1,,,,
,,,1,
,,1,,
,,,1,
1,,,,
,,1,,
,,,1,
,,,1,
,,1,,
,,,1,
,,1,,
1,,,,
,,1,,
1,,,,
,1,,,
,,,1,
1,,,,
,,1,,
,,,1,
,,,1,
,1,,,
1,,,,
,,1,,
,,1,,
,,,,1
,1,,,
1,,,,
1,,,,
,,1,,
,,,1,
,,,1,
,,1,,
1,,,,
,1,,,
,,,1,
,,1,,
1,,,,
,,1,,
,,,,1
,,,1,
,,,1,
1,,,,
,,1,,
,,1,,
,,1,,
,,,1,
,,1,,
,,,,1
,,,,1
1,,,,
,,1,,
1,,,,
,,,1,
,1,,,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,,,,1
,1,,,
,,1,,
,,,,1
,,,1,
,1,,,
,1,,,
1,,,,
1,,,,
,,,1,
1,,,,
,1,,,
1,,,,
1,,,,
,,,1,
,1,,,
,,,1,
,1,,,
,,,,1
1,,,,
,,1,,
,,,1,
,,1,,
,,,1,
,1,,,
,,1,,
,1,,,
,,,1,
,1,,,
,,1,,
,1,,,
,1,,,
,,,,1
,1,,,
,,,,1
,,,1,
,,,1,
,,1,,
,,,,1
1,,,,
,,1,,
,,,,1
,,1,,
,,1,,
1,,,,
,,1,,
1,,,,
,1,,,
,,,1,
,,,1,
1,,,,
,1,,,
,,1,,
1,,,,
1,,,,
,1,,,
,,1,,
,,,,1
1,,,,
1,,,,
1,,,,
1,,,,
,,1,,
,,,,1
,,,,1
1,,,,
,,,1,
,,,1,
,1,,,
1,,,,
1,,,,
,,,1,
,,,,1
,,,1,
,,,1,
,,,,1
,,1,,
,1,,,
,,,,1
,,1,,
,1,,,
,,1,,
1,,,,
,1,,,
,,1,,
,,,1,
,1,,,
,,,1,
,,,1,
1,,,,
,1,,,
,,,1,
1,,,,
,,1,,
1,,,,
,,,1,
,1,,,
,,,1,
,,,,1
,,1,,
,,,1,
1,,,,
,,,1,
,,,1,
1,,,,
,,,,1
,,1,,
,,1,,
,1,,,
,,1,,
,,1,,
,,,1,
,1,,,
,,,1,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,1,,,
,,1,,
,,,,1
,,,1,
,,,,1
,,,1,
,,1,,
,,,1,
,,1,,
1,,,,
,,,,1
,,1,,
1,,,,
,,,1,
1,,,,
,,,,1
,,,1,
,,,1,
,,,,1
,,,1,
,,1,,
1,,,,
,1,,,
,,1,,
,,,1,
,1,,,
,1,,,
,,1,,
,,,,1
,1,,,
1,,,,
,,,1,
,,,1,
,,,1,
,,,,1
,,1,,
,,,,1
,,1,,
,,,,1
,1,,,
1,,,,
,,,,1
,,,,1
,,,,1
,,1,,
,,,1,
,1,,,
,,,1,
,,1,,
1,,,,
,,1,,
1,,,,
,,1,,
,,,,1
,,,,1
